Taxonomy,A1b,A2b,A3b,A4b,A5b,A6b,A7b,A8b,A9b,A10b,A11b,A12b,A13b,A14b,A15b,A16b,B1b,B2b,B3b,B4b,B5b,B6b,B7b,B8b,B9b,B10b,B11b,B12b,B13b,B14b,B15b,B16b,C1b,C2b,C3b,C4b,C5b,C6b,C7b,C8b,C9b,C10b,C11b,C12b,C13b,C14b,C15b,C16b,D1b,D2b,D3b,D4b,D5b,D6b,D7b,D8b,D9b,D10b,D11b,D12b,D13b,D14b,D15b,D16b,E1b,E2b,E3b,E4b,E5b,E6b,E7b,E8b,E9b,E10b,E11b,E12b,E13b,E14b,E15b,E16b,F1b,F2b,F3b,F4b,F5b,F6b,F7b,F8b,F9b,F10b,F11b,F12b,F13b,F14b,F15b,F16b,Tax_detail
Pseudonocardia,0.011887762,0.012209053,0.01303013,0.012994431,0.01267314,0.011245181,0.011780665,0.011352278,0.012173354,0.011245181,0.012101956,0.01160217,0.010495502,0.010459803,0.012173354,0.013244324,0.014065401,0.01477938,0.010959589,0.011459375,0.010781094,0.010673997,0.011387977,0.009246037,0.009924318,0.00564044,0.009674425,0.013565615,0.011744966,0.014350992,0.013137227,0.009710124,0.013208625,0.014279594,0.009781522,0.012851635,0.012244752,0.00949593,0.011066686,0.011780665,0.003748394,0.013315722,0.011637869,0.009353134,0.014458089,0.013101528,0.015207768,0.011352278,0.010388405,0.012137655,0.012101956,0.017206911,0.012708839,0.01160217,0.014350992,0.010424104,0.009317435,0.009960017,0.010531201,0.015279166,0.012458946,0.018099386,0.017492503,0.016243039,0.019170356,0.013172926,0.011316579,0.015100671,0.011637869,0.01160217,0.010673997,0.010138512,0.011316579,0.010281308,0.012601742,0.014350992,0.014493788,0.012101956,0.013922605,0.011245181,0.011530773,0.013958304,0.014565186,0.01585035,0.01338712,0.010602599,0.013886906,0.014672283,0.010888191,0.013672712,0.014886477,0.015029273,0.016064544,0.013422819,0.013565615,0.009888619,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Pseudonocardia;
Isoptericola,0.000499786,0,0.000321291,0.000678281,0.000785378,0.000178495,0,0,0,0.000178495,0.000249893,0.000178495,0.000428388,0,0.000285592,0.000214194,0.000285592,0.000321291,0.000178495,0.000464087,0,0.000214194,0.000107097,0,0.000285592,0.000214194,0.000285592,0.000214194,0.000178495,0.000678281,0.000107097,0.000285592,0.00107097,0.000535485,0.000392689,0.000142796,0.000178495,0,0.000285592,0.00035699,0.000178495,0.000285592,0.000107097,0.000142796,0.000214194,0.000392689,0.00035699,0.00035699,0.000499786,0.019134657,0.000107097,0.000321291,0.000499786,0.000214194,0.000392689,0.000142796,0.000142796,0,0.000214194,0.000178495,0.000321291,0.000785378,0.000249893,0.000214194,0.000142796,0,0,0,0.000107097,0,0.000142796,0.000249893,0.000214194,0.000214194,0.000214194,0,0.000214194,0.000285592,0,0,0,0.00035699,0.000321291,0,0.000178495,0.000321291,0.000214194,0.000535485,0.001499357,0.000107097,0,0.000142796,0.00071398,0.000214194,0,0.00035699,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Promicromonosporaceae;g__Isoptericola;
Microlunatus,0.010174211,0.003605598,0.011530773,0.009817221,0.010352706,0.007246894,0.0070327,0.005890333,0.006175925,0.005854634,0.00667571,0.008889048,0.008424961,0.006997001,0.007568185,0.011352278,0.009103241,0.007960874,0.007282593,0.005711838,0.009817221,0.005783236,0.008389262,0.006497215,0.005961731,0.00564044,0.008853349,0.00810367,0.008996145,0.009638726,0.01092389,0.009531629,0.010531201,0.008996145,0.006604312,0.00881765,0.00881765,0.007496787,0.006568613,0.00774668,0.010888191,0.007461088,0.00738969,0.004855062,0.011709267,0.006461516,0.015993146,0.009638726,0.00949593,0.01338712,0.011530773,0.011637869,0.010031415,0.005890333,0.011852063,0.007318292,0.007603884,0.004890761,0.009424532,0.011637869,0.009281736,0.016350136,0.011923461,0.018527774,0.013422819,0.008853349,0.010424104,0.012887334,0.007853777,0.006247323,0.005533343,0.004712266,0.006711409,0.005711838,0.007068399,0.007889476,0.014815079,0.00881765,0.011709267,0.012744538,0.010638298,0.009745823,0.010245609,0.007318292,0.008960446,0.008603456,0.007461088,0.011709267,0.006425818,0.006461516,0.010388405,0.00599743,0.01231615,0.013137227,0.011459375,0.00528345,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Microlunatus;
Microvirga,0.006390119,0.007104098,0.008032272,0.006497215,0.007068399,0.005890333,0.007603884,0.008853349,0.007425389,0.008139369,0.009388833,0.007675282,0.010352706,0.008246466,0.009174639,0.01195916,0.011780665,0.012030558,0.009174639,0.010852492,0.008496359,0.008139369,0.00985292,0.00738969,0.008139369,0.007568185,0.009281736,0.011352278,0.012458946,0.012209053,0.012387548,0.008996145,0.011423676,0.010852492,0.009210338,0.01338712,0.012244752,0.005926032,0.007318292,0.008996145,0.009567328,0.009388833,0.010138512,0.007710981,0.01338712,0.011387977,0.012637441,0.007675282,0.011459375,0.013851207,0.014743681,0.015743253,0.011816364,0.008960446,0.009603027,0.007960874,0.008424961,0.01020991,0.009781522,0.016278738,0.009103241,0.012708839,0.014886477,0.017992289,0.015064972,0.012030558,0.009995716,0.012887334,0.009174639,0.0105669,0.008674854,0.009103241,0.007568185,0.007675282,0.009210338,0.011780665,0.008210767,0.007675282,0.009745823,0.011852063,0.006033129,0.008746252,0.010352706,0.006390119,0.01231615,0.006568613,0.008996145,0.007139797,0.006425818,0.007175496,0.0105669,0.00913894,0.009781522,0.008674854,0.010638298,0.008674854,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;
Mycobacterium,0.010602599,0.010888191,0.011387977,0.010638298,0.010281308,0.0175996,0.008781951,0.009745823,0.011923461,0.008424961,0.010424104,0.010673997,0.00949593,0.009317435,0.008175068,0.011352278,0.012137655,0.00985292,0.009674425,0.009174639,0.009745823,0.008710553,0.010531201,0.008996145,0.00881765,0.008282165,0.011352278,0.013351421,0.01020991,0.011316579,0.012137655,0.007818078,0.012030558,0.011852063,0.009603027,0.010174211,0.011495074,0.006497215,0.010531201,0.011816364,0.011637869,0.010816793,0.012101956,0.009924318,0.01092389,0.010602599,0.011637869,0.009567328,0.00913894,0.013601314,0.011637869,0.012030558,0.012173354,0.008853349,0.014815079,0.008532058,0.009531629,0.009888619,0.009710124,0.013280023,0.010352706,0.012209053,0.010995288,0.013065829,0.014065401,0.010424104,0.008674854,0.010495502,0.008889048,0.010245609,0.008175068,0.008853349,0.009353134,0.009246037,0.012173354,0.011495074,0.010959589,0.010245609,0.008282165,0.010673997,0.009246037,0.011387977,0.011102385,0.009638726,0.01020991,0.010067114,0.011852063,0.012173354,0.011994859,0.010495502,0.011709267,0.010888191,0.012494645,0.010995288,0.009281736,0.009388833,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;
Candidatus_Alysiosphaera,0.008139369,0.006961302,0.00774668,0.007246894,0.007318292,0.006461516,0.009246037,0.010673997,0.011637869,0.011102385,0.010459803,0.011030987,0.011245181,0.010317007,0.00881765,0.011352278,0.011994859,0.010388405,0.008639155,0.012958732,0.011923461,0.012923033,0.013637013,0.009067542,0.011566472,0.010459803,0.011209482,0.008353563,0.012458946,0.013280023,0.01160217,0.008781951,0.010816793,0.010638298,0.009388833,0.013886906,0.012387548,0.006497215,0.007639583,0.010709696,0.009567328,0.013351421,0.011352278,0.010281308,0.015636156,0.011209482,0.013101528,0.007782379,0.011387977,0.01267314,0.013886906,0.010138512,0.011066686,0.009210338,0.016314437,0.009603027,0.013065829,0.011709267,0.012209053,0.014957875,0.011459375,0.012637441,0.013422819,0.016635728,0.013101528,0.008424961,0.009745823,0.013065829,0.00949593,0.011138084,0.010745395,0.010459803,0.011138084,0.009603027,0.010852492,0.013315722,0.008032272,0.008210767,0.009924318,0.00881765,0.0070327,0.008567757,0.009924318,0.001463658,0.012173354,0.007853777,0.009781522,0.010245609,0.007568185,0.009674425,0.011316579,0.008960446,0.012994431,0.013779809,0.01231615,0.009888619,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Tistrellales;f__Geminicoccaceae;g__Candidatus_Alysiosphaera;
Defluviicoccus,0.005104955,0.003891189,0.004390975,0.005497644,0.00564044,0.00456947,0.006925603,0.00949593,0.013922605,0.008353563,0.011316579,0.010067114,0.00881765,0.006532914,0.004962159,0.007246894,0.009210338,0.007139797,0.006604312,0.009460231,0.008889048,0.010495502,0.012780237,0.010781094,0.012244752,0.008032272,0.011709267,0.013458518,0.010709696,0.007853777,0.006818506,0.005569042,0.007568185,0.00774668,0.005604741,0.010638298,0.008139369,0.005569042,0.0070327,0.010317007,0.01477938,0.011066686,0.012280451,0.007425389,0.011816364,0.008674854,0.005961731,0.004355276,0.00635442,0.006532914,0.007532486,0.008424961,0.007818078,0.007175496,0.015279166,0.006747108,0.00985292,0.007318292,0.01020991,0.011387977,0.006425818,0.008282165,0.005783236,0.007139797,0.007104098,0.004890761,0.006068828,0.006247323,0.003926888,0.006532914,0.006532914,0.008139369,0.0105669,0.006390119,0.007425389,0.006818506,0.005961731,0.00456947,0.003784093,0.004640868,0.003784093,0.003712695,0.004855062,0.005854634,0.008139369,0.005926032,0.007246894,0.006854205,0.00738969,0.005354848,0.009638726,0.006782807,0.008210767,0.010281308,0.006818506,0.004676567,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__Defluviicoccaceae;g__Defluviicoccus;
Massilia,0.000142796,0.000571184,0.000321291,0.000285592,0.00035699,0.000499786,0,0.000499786,0.000214194,0.000321291,0.000249893,0.000285592,0.000178495,0.000107097,0.000214194,0.00035699,0.00035699,0.00071398,0.000892475,0.000606883,0.000892475,0.000821077,0.000178495,0.000285592,0.000214194,0.00107097,0.000142796,0.000428388,0.000571184,0.000285592,0.001213766,0.000178495,0.000464087,0.001713551,0.000464087,0.000571184,0.000392689,0.000642582,0.000142796,0.000642582,0.000428388,0.000821077,0.000285592,0.00071398,0.001249465,0.000571184,0.000285592,0.000285592,0.000892475,0.004605169,0.002570327,0.001106669,0.000606883,0.001820648,0.00107097,0.000178495,0.001106669,0.003569899,0.000571184,0.003320006,0.000464087,0.002070541,0.00174925,0.000963873,0.002606026,0.001535056,0.001356561,0.002141939,0.001963444,0.002534628,0.000821077,0.004783664,0.000749679,0.001963444,0.000892475,0.002748822,0.001642153,0.001999143,0.002891618,0.007496787,0.003070113,0.005747537,0.004069684,0.003034414,0.002748822,0.003855491,0.004533771,0.003141511,0.015243467,0.003962587,0.004498072,0.005676139,0.003605598,0.005247751,0.009067542,0.01160217,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;
Agromyces,0.005426246,0.007818078,0.006033129,0.006961302,0.008246466,0.007175496,0.005569042,0.009103241,0.004248179,0.008674854,0.00564044,0.006604312,0.005961731,0.007175496,0.004319577,0.009924318,0.006889904,0.010673997,0.00564044,0.00738969,0.004747965,0.005818935,0.006104527,0.007425389,0.004712266,0.009745823,0.004319577,0.007068399,0.005890333,0.008996145,0.006997001,0.007175496,0.008389262,0.009031843,0.004498072,0.006283022,0.006104527,0.008139369,0.005461945,0.014565186,0.006033129,0.007710981,0.005676139,0.00421248,0.005890333,0.005961731,0.005818935,0.006318721,0.00599743,0.009067542,0.005104955,0.005212052,0.005212052,0.006318721,0.005569042,0.005747537,0.006425818,0.007068399,0.004426674,0.00635442,0.004640868,0.007568185,0.003998286,0.00774668,0.006925603,0.006854205,0.003891189,0.004283878,0.004498072,0.005854634,0.004640868,0.009924318,0.00528345,0.005247751,0.00599743,0.004747965,0.004997858,0.007175496,0.003712695,0.008032272,0.003427103,0.006854205,0.00421248,0.00456947,0.004426674,0.006211624,0.00528345,0.00913894,0.004283878,0.004962159,0.004819363,0.004676567,0.005426246,0.005604741,0.004033985,0.006818506,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Agromyces;
Candidatus_Udaeobacter,0.003034414,0.001784949,0.00246323,0.002713123,0.00174925,0.002713123,0.007211195,0.003819792,0.008067971,0.00317721,0.003962587,0.003212909,0.003141511,0.005354848,0.004069684,0.000785378,0.000428388,0.001320862,0.007925175,0.001820648,0.006532914,0.002927317,0.002927317,0.001535056,0.004819363,0.002320434,0.003855491,0.005711838,0.00317721,0.00282022,0.00317721,0.002070541,0.002641725,0.002070541,0.011744966,0.002356133,0.003998286,0.001249465,0.002356133,0.001320862,0.004390975,0.002677424,0.005461945,0.014315293,0.001427959,0.003141511,0.002391832,0.004890761,0.005711838,0.002677424,0.00564044,0.002356133,0.002748822,0.002070541,0.000285592,0.008960446,0.006247323,0.005176353,0.005390547,0.003998286,0.002784521,0.001035271,0.003212909,0.001320862,0.001142368,0.00210624,0.005783236,0.002998715,0.008746252,0.003248608,0.010495502,0.00282022,0.005533343,0.004069684,0.005069256,0.005461945,0.003427103,0.004176781,0.005854634,0.001927745,0.00949593,0.003748394,0.004533771,0.003819792,0.004390975,0.0035342,0.00456947,0.002534628,0.003819792,0.00210624,0.003855491,0.005069256,0.001856347,0.002927317,0.002034842,0.001713551,k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Candidatus_Udaeobacter;
