Taxonomy,A1b,A2b,A3b,A4b,A5b,A6b,A7b,A8b,A9b,A10b,A11b,A12b,A13b,A14b,A15b,A16b,B1b,B2b,B3b,B4b,B5b,B6b,B7b,B8b,B9b,B10b,B11b,B12b,B13b,B14b,B15b,B16b,C1b,C2b,C3b,C4b,C5b,C6b,C7b,C8b,C9b,C10b,C11b,C12b,C13b,C14b,C15b,C16b,D1b,D2b,D3b,D4b,D5b,D6b,D7b,D8b,D9b,D10b,D11b,D12b,D13b,D14b,D15b,D16b,E1b,E2b,E3b,E4b,E5b,E6b,E7b,E8b,E9b,E10b,E11b,E12b,E13b,E14b,E15b,E16b,F1b,F2b,F3b,F4b,F5b,F6b,F7b,F8b,F9b,F10b,F11b,F12b,F13b,F14b,F15b,F16b,Tax_detail
Nitrososphaeraceae,0.057118378,0.072290447,0.070041411,0.079251749,0.045373411,0.099314579,0.136798515,0.096779951,0.133014422,0.090247037,0.115771812,0.169070398,0.133264315,0.095816079,0.095744681,0.062544624,0.03416393,0.059760103,0.097993717,0.089390261,0.092424675,0.117021277,0.109131801,0.180851064,0.099600171,0.081357989,0.138262173,0.109274597,0.12041268,0.103312866,0.069113237,0.1549336,0.045159217,0.048657718,0.095137798,0.108632015,0.115736113,0.095708982,0.080144224,0.057832358,0.085142082,0.073754105,0.080429816,0.141367985,0.1056333,0.107632443,0.063472797,0.059688705,0.080822505,0.066078823,0.113094388,0.084428102,0.066471512,0.116021705,0.023704127,0.098814794,0.153148651,0.218727688,0.211659289,0.094995002,0.073539911,0.034556619,0.076217335,0.047765243,0.039840069,0.080144224,0.065364844,0.130908182,0.093281451,0.108667714,0.116628588,0.110845352,0.138155076,0.160681137,0.097065543,0.128587748,0.08275025,0.095923176,0.068220763,0.049942882,0.081215193,0.060795373,0.092460374,0.06479366,0.051085249,0.070505498,0.105811795,0.082464658,0.076431529,0.094173925,0.073682707,0.10245609,0.05879623,0.034949307,0.04683707,0.035020705,k__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;
Chitinophagaceae,0.000499786,0.00107097,0.000571184,0.00107097,0.000321291,0.001427959,0.002177638,0.001677852,0.001713551,0.002748822,0.001677852,0.00107097,0.000999572,0.001106669,0.00139226,0.00317721,0.002034842,0.002606026,0.001142368,0.003784093,0.001713551,0.002213337,0.001178067,0.001499357,0.000821077,0.00174925,0.001320862,0.000821077,0.00282022,0.002141939,0.003212909,0.001784949,0.001892046,0.003320006,0.001356561,0.00210624,0.00246323,0.000928174,0.001035271,0.000785378,0.001463658,0.001535056,0.001892046,0.001142368,0.003819792,0.002713123,0.001320862,0.001606454,0.002784521,0.005247751,0.003712695,0.003926888,0.00107097,0.001570755,0.001713551,0.001535056,0.002034842,0.003355705,0.002427531,0.003748394,0.001178067,0.002891618,0.002570327,0.004176781,0.004498072,0.003569899,0.002498929,0.003105812,0.002998715,0.003070113,0.001713551,0.002177638,0.002070541,0.002213337,0.003105812,0.001927745,0.001570755,0.003926888,0.001642153,0.00282022,0.001035271,0.002677424,0.00107097,0.001570755,0.001535056,0.001320862,0.001784949,0.00317721,0.000821077,0.000821077,0.002070541,0.001927745,0.000571184,0.00107097,0.002070541,0.001320862,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;
Pedosphaeraceae,0.001285164,0.000606883,0.000749679,0.000749679,0.000535485,0.001570755,0.001820648,0.003498501,0.003712695,0.003284307,0.002784521,0.0035342,0.002998715,0.002356133,0.004141082,0.000856776,0.000392689,0.000963873,0.004462373,0.003248608,0.005247751,0.003998286,0.00282022,0.002963016,0.002249036,0.001999143,0.002998715,0.003141511,0.003605598,0.002927317,0.002177638,0.002177638,0.001106669,0.000892475,0.003855491,0.002070541,0.00210624,0.001606454,0.00071398,0.000678281,0.002284735,0.00246323,0.003034414,0.004462373,0.001499357,0.001927745,0.001320862,0.002249036,0.003676996,0.002606026,0.003712695,0.000999572,0.000821077,0.001178067,0.000392689,0.002855919,0.002855919,0.003819792,0.003926888,0.001642153,0.001535056,0.000392689,0.00107097,0.000678281,0.000428388,0.001178067,0.003855491,0.002034842,0.001677852,0.001427959,0.002498929,0.002177638,0.001463658,0.002713123,0.001642153,0.001249465,0.002927317,0.002284735,0.001927745,0.000892475,0.001178067,0.001999143,0.001178067,0.002034842,0.002498929,0.001570755,0.001178067,0.001178067,0.002356133,0.001285164,0.001320862,0.001963444,0.001035271,0.002320434,0.001927745,0.001535056,k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;
Nocardiaceae,0.001427959,0.001927745,0.002034842,0.001963444,0.001356561,0.001927745,0.00139226,0.001784949,0.001213766,0.002320434,0.000785378,0.000928174,0.001820648,0.001535056,0.000821077,0.002606026,0.00139226,0.001999143,0.001963444,0.001213766,0.000892475,0.001106669,0.001249465,0.001463658,0.001427959,0.001535056,0.00107097,0.00107097,0.000856776,0.00139226,0.000928174,0.005140654,0.003034414,0.001999143,0.000928174,0.000785378,0.001178067,0.001892046,0.001927745,0.001963444,0.00139226,0.001285164,0.000963873,0.000892475,0.001106669,0.000999572,0.001142368,0.000999572,0.000963873,0.001999143,0.000892475,0.001213766,0.001285164,0.002784521,0.001642153,0.001356561,0.000785378,0.000642582,0.000606883,0.001535056,0.00107097,0.001356561,0.000856776,0.000963873,0.001927745,0.000821077,0.000963873,0.000892475,0.000785378,0.001106669,0.000642582,0.001784949,0.000749679,0.00107097,0.000821077,0.001106669,0.001142368,0.001213766,0.000892475,0.001642153,0.000892475,0.001606454,0.001249465,0.001142368,0.001784949,0.001249465,0.000785378,0.003248608,0.002070541,0.001356561,0.001106669,0.001784949,0.001642153,0.001427959,0.000892475,0.001249465,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae;
Thermomonosporaceae,0.002249036,0.001427959,0.002070541,0.00246323,0.002998715,0.001856347,0.001106669,0.002677424,0.002213337,0.002249036,0.002391832,0.002284735,0.001963444,0.002141939,0.001820648,0.002748822,0.002998715,0.002713123,0.00174925,0.001927745,0.001963444,0.001820648,0.001499357,0.002534628,0.001427959,0.003212909,0.002391832,0.00210624,0.001856347,0.002284735,0.001570755,0.002498929,0.002677424,0.002498929,0.001320862,0.001713551,0.001784949,0.001963444,0.001606454,0.005104955,0.002213337,0.003748394,0.002391832,0.001892046,0.002391832,0.001606454,0.002641725,0.001820648,0.001249465,0.001642153,0.002177638,0.002641725,0.002284735,0.002534628,0.002606026,0.001142368,0.001427959,0.002534628,0.00174925,0.002356133,0.003320006,0.002391832,0.001927745,0.00317721,0.001927745,0.001606454,0.001427959,0.002606026,0.001570755,0.002570327,0.001820648,0.004533771,0.001499357,0.001927745,0.001320862,0.001963444,0.001499357,0.001427959,0.001249465,0.00139226,0.001677852,0.001820648,0.001642153,0.001285164,0.001356561,0.002213337,0.00139226,0.002320434,0.001499357,0.002177638,0.002249036,0.001606454,0.002391832,0.003498501,0.001856347,0.001784949,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae;
Streptosporangiaceae,0.002034842,0.003748394,0.003034414,0.002391832,0.001249465,0.00246323,0.002141939,0.002177638,0.002070541,0.001963444,0.002070541,0.001463658,0.002855919,0.001320862,0.00210624,0.003034414,0.00246323,0.003998286,0.001642153,0.002034842,0.001142368,0.001178067,0.002034842,0.002141939,0.001999143,0.001963444,0.001713551,0.000928174,0.001892046,0.002320434,0.00174925,0.001713551,0.002534628,0.00421248,0.001642153,0.00174925,0.001856347,0.004462373,0.003712695,0.002427531,0.002213337,0.002034842,0.001642153,0.001463658,0.003855491,0.00246323,0.00282022,0.002641725,0.001535056,0.00246323,0.001999143,0.001999143,0.002034842,0.00174925,0.00282022,0.001356561,0.001606454,0.001463658,0.000892475,0.001642153,0.003819792,0.002070541,0.003641297,0.002320434,0.002570327,0.001963444,0.001463658,0.003141511,0.00210624,0.002391832,0.001963444,0.004962159,0.002427531,0.003141511,0.001999143,0.002641725,0.002213337,0.002070541,0.002177638,0.00210624,0.001499357,0.002141939,0.001713551,0.001856347,0.001606454,0.00210624,0.001713551,0.002570327,0.000892475,0.002570327,0.001999143,0.001570755,0.001927745,0.001249465,0.002034842,0.00210624,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales;f__Streptosporangiaceae;
Thermoactinomycetaceae,0.001606454,0.001677852,0.001963444,0.00174925,0.002534628,0.001570755,0.001178067,0.002141939,0.001427959,0.001285164,0.001677852,0.001606454,0.002284735,0.001999143,0.002284735,0.00492646,0.002284735,0.001677852,0.001927745,0.000856776,0.000606883,0.000999572,0.000571184,0.00174925,0.001606454,0.002498929,0.00139226,0.001856347,0.00139226,0.001963444,0.00210624,0.002927317,0.001285164,0.00107097,0.001463658,0.00035699,0.001356561,0.001892046,0.001356561,0.001677852,0.001213766,0.000928174,0.001213766,0.000678281,0.001427959,0.001535056,0.00174925,0.00282022,0.000392689,0.00035699,0.000963873,0.000963873,0.001320862,0.001106669,0.000464087,0.000821077,0.000321291,0.000499786,0.000464087,0.000535485,0.001927745,0.002606026,0.001249465,0.002213337,0.001677852,0.001499357,0.000571184,0.000821077,0.000749679,0.000856776,0.000499786,0.00107097,0.000392689,0.001106669,0.000678281,0.000785378,0.001035271,0.000892475,0.001499357,0.001356561,0.00139226,0.000642582,0.001856347,0.00035699,0.001820648,0.00174925,0.001463658,0.001463658,0.000535485,0.001677852,0.00174925,0.001642153,0.001570755,0.001570755,0.002177638,0.003320006,k__Bacteria;p__Firmicutes;c__Bacilli;o__Thermoactinomycetales;f__Thermoactinomycetaceae;
BIrii41,0.001178067,0.001106669,0.001249465,0.001820648,0.002855919,0.002498929,0.001784949,0.002748822,0.002356133,0.004712266,0.002070541,0.00174925,0.002927317,0.001999143,0.002320434,0.003641297,0.003320006,0.00317721,0.001285164,0.002534628,0.001892046,0.00317721,0.002713123,0.002677424,0.002855919,0.002855919,0.00246323,0.002427531,0.002034842,0.001999143,0.002998715,0.001856347,0.002213337,0.002141939,0.001035271,0.00210624,0.001677852,0.001427959,0.002356133,0.0035342,0.002213337,0.002249036,0.002570327,0.000856776,0.003427103,0.00246323,0.002320434,0.002213337,0.000963873,0.001285164,0.001463658,0.000821077,0.001356561,0.001320862,0.001999143,0.001463658,0.00139226,0.001820648,0.001106669,0.00107097,0.001178067,0.002320434,0.001463658,0.003641297,0.003427103,0.002034842,0.00139226,0.001820648,0.000606883,0.001856347,0.001463658,0.002784521,0.001856347,0.001535056,0.002249036,0.00210624,0.001356561,0.00246323,0.001142368,0.002534628,0.000856776,0.001178067,0.001213766,0.001677852,0.002784521,0.001178067,0.000856776,0.002391832,0.001642153,0.001463658,0.002391832,0.001784949,0.001677852,0.003141511,0.003498501,0.002927317,k__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__BIrii41;
Yersiniaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00456947,0,0,0,0.00317721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;
Dongiaceae,0.001427959,0.001499357,0.001285164,0.002034842,0.002570327,0.002391832,0.001499357,0.003391404,0.002534628,0.00421248,0.002213337,0.002427531,0.001927745,0.002570327,0.001963444,0.003462802,0.002677424,0.00317721,0.002427531,0.003498501,0.001856347,0.00317721,0.002427531,0.003427103,0.003034414,0.003962587,0.002249036,0.002570327,0.001713551,0.002141939,0.001927745,0.002534628,0.002249036,0.002891618,0.00174925,0.002855919,0.002963016,0.002391832,0.002249036,0.003462802,0.003320006,0.003391404,0.002927317,0.002141939,0.002784521,0.003248608,0.002249036,0.002534628,0.002249036,0.002284735,0.001463658,0.002213337,0.002070541,0.002356133,0.002213337,0.001642153,0.002356133,0.002784521,0.002141939,0.00246323,0.001642153,0.002641725,0.001784949,0.003748394,0.002284735,0.001499357,0.001356561,0.001606454,0.001427959,0.002713123,0.001963444,0.002641725,0.002177638,0.002427531,0.001784949,0.001820648,0.001499357,0.001320862,0.001213766,0.002641725,0.001249465,0.00174925,0.001427959,0.002213337,0.001642153,0.002855919,0.002070541,0.001713551,0.001535056,0.002141939,0.001963444,0.001178067,0.001249465,0.003212909,0.001642153,0.003498501,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;
Acetobacteraceae,0.001499357,0.001892046,0.001178067,0.001356561,0.001499357,0.000785378,0.00107097,0.000892475,0.001213766,0.001499357,0.00174925,0.000963873,0.002034842,0.001320862,0.00210624,0.003141511,0.002677424,0.002855919,0.001320862,0.002356133,0.00210624,0.002070541,0.001820648,0.001713551,0.001713551,0.001713551,0.001784949,0.00139226,0.002570327,0.002213337,0.0035342,0.001999143,0.002713123,0.002855919,0.001784949,0.003605598,0.002963016,0.00071398,0.001178067,0.001356561,0.001713551,0.000749679,0.00174925,0.001213766,0.003569899,0.00139226,0.003320006,0.002070541,0.0035342,0.004105383,0.003212909,0.002748822,0.001570755,0.00107097,0.002891618,0.001249465,0.001677852,0.001535056,0.001820648,0.00210624,0.001963444,0.001463658,0.003784093,0.004033985,0.003676996,0.002498929,0.002070541,0.003355705,0.002070541,0.001784949,0.001178067,0.001784949,0.001820648,0.000963873,0.001820648,0.001570755,0.001213766,0.001499357,0.002427531,0.001927745,0.001463658,0.002534628,0.001963444,0.001892046,0.002784521,0.000928174,0.00139226,0.00174925,0.000285592,0.000856776,0.001570755,0.001285164,0.002070541,0.001285164,0.003212909,0.001142368,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;
TRA3-20,0.001427959,0.001427959,0.001820648,0.00246323,0.001285164,0.003641297,0.002320434,0.002534628,0.002249036,0.001999143,0.002356133,0.001249465,0.001677852,0.002034842,0.00174925,0.00246323,0.002034842,0.00174925,0.001570755,0.002784521,0.00174925,0.002748822,0.002070541,0.001713551,0.001856347,0.001892046,0.001713551,0.001606454,0.001963444,0.001499357,0.001606454,0.00174925,0.001677852,0.001820648,0.001927745,0.001999143,0.001642153,0.001178067,0.002249036,0.001820648,0.002284735,0.003355705,0.002320434,0.001856347,0.001677852,0.002427531,0.001427959,0.001106669,0.002213337,0.001856347,0.00174925,0.002356133,0.001570755,0.001999143,0.003676996,0.002391832,0.00246323,0.001570755,0.002391832,0.00246323,0.001820648,0.002998715,0.001606454,0.003320006,0.003998286,0.001427959,0.001784949,0.002891618,0.001499357,0.003712695,0.001713551,0.001535056,0.001535056,0.001856347,0.002249036,0.002141939,0.002177638,0.001892046,0.00210624,0.002320434,0.001642153,0.002320434,0.002498929,0.002141939,0.00210624,0.003748394,0.002855919,0.002784521,0.001892046,0.002177638,0.003320006,0.001570755,0.002320434,0.002249036,0.001999143,0.003034414,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__TRA3-20;
Myxococcaceae,0.002963016,0.002713123,0.002177638,0.001927745,0.00246323,0.001856347,0.001463658,0.002534628,0.002784521,0.003248608,0.002641725,0.002677424,0.002213337,0.001892046,0.001642153,0.003105812,0.002963016,0.002998715,0.001535056,0.002641725,0.00174925,0.002356133,0.002427531,0.002713123,0.001927745,0.00210624,0.002249036,0.001892046,0.001999143,0.002356133,0.002963016,0.002641725,0.002606026,0.002784521,0.001892046,0.002427531,0.002284735,0.002713123,0.002855919,0.002927317,0.002570327,0.002177638,0.002391832,0.00107097,0.003355705,0.002070541,0.00246323,0.002320434,0.001035271,0.001285164,0.002213337,0.001677852,0.00246323,0.002891618,0.002998715,0.001642153,0.000963873,0.001642153,0.001463658,0.002855919,0.001856347,0.002249036,0.001427959,0.001642153,0.002141939,0.001963444,0.002498929,0.001535056,0.001570755,0.00246323,0.000928174,0.001820648,0.001570755,0.001642153,0.001320862,0.002570327,0.001784949,0.001606454,0.001677852,0.000999572,0.001499357,0.00174925,0.001427959,0.001249465,0.00317721,0.002141939,0.001356561,0.001713551,0.001320862,0.001820648,0.00210624,0.003248608,0.001856347,0.00317721,0.003712695,0.003891189,k__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;
unidentified_Gaiellales,0.003391404,0.002784521,0.003391404,0.003391404,0.003605598,0.002213337,0.001535056,0.001963444,0.00210624,0.001892046,0.001606454,0.002391832,0.002677424,0.002570327,0.002427531,0.003105812,0.003212909,0.001856347,0.002570327,0.001927745,0.001927745,0.001499357,0.002177638,0.002249036,0.003034414,0.002177638,0.002748822,0.001963444,0.001963444,0.00210624,0.002498929,0.002249036,0.001892046,0.00282022,0.002284735,0.00174925,0.001606454,0.002070541,0.003748394,0.002641725,0.003248608,0.002677424,0.003141511,0.00071398,0.002141939,0.002249036,0.002713123,0.002284735,0.001535056,0.001606454,0.002141939,0.001463658,0.002177638,0.002213337,0.002641725,0.001535056,0.001856347,0.00174925,0.001320862,0.001106669,0.00174925,0.002534628,0.001999143,0.001642153,0.002284735,0.001570755,0.001784949,0.001142368,0.001427959,0.001535056,0.002070541,0.002249036,0.002391832,0.001356561,0.00174925,0.001535056,0.002284735,0.002070541,0.002034842,0.00174925,0.002177638,0.00139226,0.002427531,0.002070541,0.001499357,0.002320434,0.002606026,0.002498929,0.00139226,0.00246323,0.001999143,0.001784949,0.002998715,0.003070113,0.002677424,0.002963016,k__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__unidentified_Gaiellales;
Bogoriellaceae,0.00210624,0.000642582,0.000678281,0.000892475,0.000892475,0.000571184,0.000785378,0.000428388,0.000464087,0.00035699,0.000428388,0.000928174,0.00035699,0.000535485,0.000642582,0.000642582,0.001677852,0.001606454,0.000642582,0.001285164,0.000821077,0.00035699,0.000785378,0.000642582,0.000571184,0.000642582,0.000392689,0.000642582,0.000392689,0.001713551,0.001535056,0.000963873,0.003641297,0.001606454,0.000606883,0.00071398,0.001463658,0.000464087,0.001213766,0.000499786,0.000285592,0.000606883,0.000499786,0.000321291,0.000821077,0.000642582,0.000963873,0.000642582,0.000963873,0.000499786,0.000321291,0.001963444,0.001642153,0.001178067,0.001320862,0.000142796,0.000214194,0.000963873,0.000464087,0.000999572,0.00071398,0.00071398,0.000928174,0.000214194,0.000571184,0.000821077,0.000464087,0.00035699,0.000928174,0.000642582,0.000464087,0.00071398,0.000535485,0.000428388,0.00107097,0.000428388,0.000821077,0.000856776,0.000499786,0.00035699,0.00107097,0.001642153,0.001035271,0.000499786,0.000785378,0.001106669,0.001463658,0.000606883,0.000678281,0.00035699,0.000606883,0.00071398,0.002034842,0.000249893,0.001927745,0.000428388,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Bogoriellaceae;
Sandaracinaceae,0.000856776,0.001178067,0.001999143,0.001463658,0.001320862,0.001784949,0.00174925,0.00246323,0.001499357,0.003034414,0.002034842,0.001856347,0.001427959,0.001035271,0.001035271,0.002391832,0.002177638,0.00282022,0.001249465,0.001963444,0.00107097,0.003034414,0.002391832,0.00174925,0.001963444,0.003284307,0.001106669,0.001035271,0.001106669,0.001999143,0.00174925,0.001463658,0.001892046,0.002570327,0.001213766,0.001999143,0.001178067,0.003427103,0.002713123,0.003212909,0.002498929,0.001606454,0.001677852,0.000606883,0.002249036,0.001427959,0.001784949,0.001285164,0.000535485,0.001320862,0.001320862,0.001106669,0.001285164,0.001856347,0.001106669,0.00139226,0.001213766,0.000928174,0.000678281,0.001320862,0.000928174,0.001320862,0.000821077,0.001927745,0.002070541,0.001570755,0.00139226,0.00139226,0.000464087,0.001963444,0.001106669,0.001606454,0.001320862,0.001927745,0.001677852,0.001606454,0.000928174,0.001606454,0.000928174,0.001570755,0.000535485,0.002177638,0.000642582,0.001213766,0.00246323,0.000963873,0.000963873,0.001927745,0.001106669,0.000678281,0.001713551,0.001320862,0.001427959,0.002177638,0.002177638,0.001570755,k__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Sandaracinaceae;
Hyphomicrobiaceae,0.001427959,0.000963873,0.001499357,0.001570755,0.002998715,0.00246323,0.001892046,0.002677424,0.002534628,0.00246323,0.00210624,0.001892046,0.001784949,0.001499357,0.001427959,0.002963016,0.002498929,0.001142368,0.001927745,0.001642153,0.001463658,0.002534628,0.00174925,0.001892046,0.00246323,0.001820648,0.002498929,0.002677424,0.001892046,0.00210624,0.001320862,0.000963873,0.001784949,0.001356561,0.001713551,0.000892475,0.002034842,0.001856347,0.002070541,0.002356133,0.003391404,0.00317721,0.002320434,0.001570755,0.002284735,0.002641725,0.001427959,0.001285164,0.001249465,0.000749679,0.001606454,0.001178067,0.001320862,0.001356561,0.002356133,0.001249465,0.000892475,0.000963873,0.001856347,0.001570755,0.001356561,0.002606026,0.001106669,0.001999143,0.002284735,0.001213766,0.00107097,0.000892475,0.000821077,0.00107097,0.001677852,0.001570755,0.001285164,0.001820648,0.001249465,0.001285164,0.00107097,0.001356561,0.000499786,0.000678281,0.000856776,0.000678281,0.001499357,0.000678281,0.00174925,0.00139226,0.002391832,0.001820648,0.001035271,0.002249036,0.001927745,0.000963873,0.001784949,0.003427103,0.001820648,0.002070541,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;
Thermoanaerobaculaceae,0.000749679,0.000999572,0.001427959,0.000821077,0.000999572,0.000999572,0.000928174,0.001213766,0.001035271,0.001570755,0.001249465,0.001356561,0.001285164,0.000856776,0.000892475,0.000928174,0.001642153,0.001285164,0.001106669,0.000856776,0.000963873,0.001249465,0.00174925,0.001320862,0.000785378,0.00139226,0.00139226,0.001249465,0.001106669,0.001356561,0.001142368,0.001035271,0.001356561,0.00071398,0.000749679,0.000928174,0.00107097,0.002998715,0.002141939,0.001499357,0.001320862,0.001535056,0.001499357,0.000464087,0.001570755,0.000856776,0.000999572,0.000928174,0.000821077,0.000606883,0.001463658,0.001356561,0.001320862,0.001249465,0.001249465,0.00071398,0.001035271,0.001320862,0.001356561,0.00071398,0.000785378,0.001213766,0.000678281,0.000999572,0.000856776,0.000642582,0.000999572,0.000499786,0.000464087,0.000785378,0.000856776,0.000892475,0.000678281,0.00071398,0.000892475,0.000499786,0.000392689,0.000428388,0.00071398,0.000642582,0.000285592,0.000285592,0.00071398,0.000606883,0.001106669,0.001249465,0.000464087,0.000642582,0.000856776,0.000821077,0.001142368,0.000606883,0.001035271,0.001606454,0.000999572,0.001178067,k__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;
Xanthomonadaceae,0.000499786,0.000892475,0.000642582,0.000749679,0.000392689,0.001035271,0.000678281,0.000749679,0.000392689,0.000999572,0.000749679,0.00071398,0.000606883,0.000392689,0.000821077,0.001499357,0.000749679,0.001285164,0.000606883,0.000749679,0.000535485,0.001035271,0.000392689,0.000678281,0.000535485,0.001213766,0.000678281,0.000321291,0.000785378,0.001142368,0.001320862,0.000678281,0.000999572,0.002927317,0.000749679,0.000571184,0.001213766,0.000678281,0.000856776,0.002070541,0.001213766,0.001249465,0.001106669,0.000535485,0.001035271,0.000892475,0.000821077,0.001285164,0.000535485,0.001606454,0.000821077,0.000464087,0.00071398,0.001249465,0.001570755,0.000464087,0.00071398,0.000749679,0.000749679,0.000892475,0.000464087,0.001356561,0.000392689,0.001178067,0.00139226,0.000428388,0.00139226,0.000499786,0.000464087,0.000499786,0.000785378,0.001249465,0.000499786,0.000571184,0.00071398,0.000856776,0.000428388,0.000678281,0.000464087,0.001856347,0.000321291,0.001106669,0.000285592,0.000249893,0.000963873,0.000464087,0.000749679,0.00071398,0.000642582,0.000642582,0.000749679,0.000892475,0.000606883,0.001142368,0.001820648,0.002570327,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;
unidentified_Corynebacteriales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002677424,0,0,0,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__unidentified_Corynebacteriales;
Cellulomonadaceae,0.001820648,0.000892475,0.001178067,0.001927745,0.001249465,0.000999572,0.000535485,0.000214194,0.000464087,0.00139226,0.000428388,0.000464087,0.000892475,0.00071398,0.000999572,0.000499786,0.000535485,0.000999572,0.000606883,0.000963873,0.000464087,0.000428388,0.000606883,0.00035699,0.000785378,0.001713551,0.000392689,0.000678281,0.000535485,0.002320434,0.000999572,0.001535056,0.002606026,0.002320434,0.000392689,0.000642582,0.00107097,0.000892475,0.001035271,0.000821077,0.000856776,0.001356561,0.00071398,0.000464087,0.001963444,0.000821077,0.001106669,0.001570755,0.00107097,0.001570755,0.001035271,0.002356133,0.001142368,0.001606454,0.000749679,0.001320862,0.000928174,0.000856776,0.000321291,0.001178067,0.001320862,0.000749679,0.001249465,0.000856776,0.000535485,0.001178067,0.000392689,0.00107097,0.000785378,0.001035271,0.000499786,0.000821077,0.000856776,0.00035699,0.000963873,0.000785378,0.001499357,0.00139226,0.001249465,0.001427959,0.000606883,0.002177638,0.000428388,0.000499786,0.00107097,0.000642582,0.000535485,0.000928174,0.001106669,0.000749679,0.00071398,0.000499786,0.00210624,0.000392689,0.00107097,0.000856776,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;
Bryobacteraceae,0.000785378,0.00071398,0.000856776,0.001285164,0.00071398,0.000963873,0.001035271,0.000999572,0.000856776,0.00071398,0.000571184,0.000571184,0.000856776,0.000892475,0.000392689,0.001320862,0.000963873,0.000821077,0.000499786,0.001285164,0.000642582,0.000999572,0.001142368,0.000963873,0.000606883,0.000785378,0.000749679,0.000535485,0.000642582,0.000999572,0.001035271,0.000642582,0.000856776,0.000892475,0.000678281,0.001213766,0.000928174,0.00071398,0.000285592,0.000642582,0.000856776,0.000749679,0.000856776,0.000963873,0.00139226,0.001249465,0.00071398,0.000535485,0.001035271,0.001178067,0.000856776,0.001106669,0.001178067,0.001142368,0.001249465,0.000856776,0.001320862,0.001427959,0.001142368,0.001963444,0.001106669,0.001427959,0.000678281,0.000892475,0.002213337,0.000821077,0.001856347,0.002070541,0.001035271,0.001963444,0.000749679,0.001249465,0.000928174,0.000642582,0.000856776,0.001356561,0.000499786,0.000678281,0.000392689,0.000428388,0.000464087,0.001106669,0.000785378,0.00107097,0.002320434,0.000892475,0.000856776,0.000821077,0.000464087,0.000785378,0.001249465,0.000678281,0.000678281,0.000928174,0.001820648,0.001285164,k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;
