"sampling","date","month","treatment","plot","abundance","code","family","genus_level","species_level","height","Ah","Ab","biomass_i","nind_m2","intercept","slope","r_squared","p_value","biomass","n_species","abundance_total","biomass_total"
"0",2023-05-04,"May","w","1",1,"apar","Rosaceae","Aphanes","arvensis",16.3333333333333,NA,NA,NA,4.30208993033565,0.789740341988588,3.51234958834706,0.491372772418151,3.3291704836092e-07,NA,14,109.5625,0
"0",2023-05-04,"May","p","10",1,"poaceae","Poaceae",NA,NA,51,NA,NA,NA,13.5439655913595,13.0227796575861,0.521185933773446,0.466095135658867,1.2510440270391e-13,NA,10,96,0
"0",2023-05-04,"May","p","10",15,"visa","Fabaceae","Vicia","sativa",34.125,NA,NA,NA,16.3651040812982,1.57777413538765,0.985821996394034,0.263568029752485,9.53130448250062e-07,NA,10,96,0
"0",2023-05-04,"May","p","10",5,"mear","Fabaceae","Medicago","arabica",20.75,NA,NA,NA,3.55486062435974,2.24661670351,0.261648784169947,0.252531666630851,1.34494383436748e-07,NA,10,96,0
"0",2023-05-04,"May","p","10",40,"fear","Poaceae","Festuca","arundinacea",36.0555555555556,NA,NA,NA,5.32319361542261,0.704791782700533,0.115460045818052,0.263872436745876,7.40961016073877e-08,NA,10,96,0
"0",2023-05-04,"May","p","10",3,"coar","Convolvulaceae","Convolvulus","arvensis",26.6666666666667,NA,NA,NA,4.89724722922045,2.86933689330289,0.675970111972519,0.129066507088952,0.00106516737336632,NA,10,96,0
"0",2023-05-04,"May","p","10",10,"cisp","Asteraceae","Cirsium",NA,36,NA,NA,NA,1.51898866650965,1.27220874253884,0.024677992397081,0.044085684798429,0.171322731511053,NA,10,96,0
"0",2023-05-04,"May","p","10",8,"pore","Rosaceae","Potentilla","reptans",19.5,NA,NA,NA,3.91993978490722,4.24021996201399,-0.0400350221383466,0.00167710001758342,0.775392850895589,NA,10,96,0
"0",2023-05-04,"May","p","10",3,"rapa","Ranunculaceae","Rannunculus","parviflorus",18.5,NA,NA,NA,9.71392923267659,7.91470166173394,0.599742523647551,0.492457239985109,4.67043961223343e-15,NA,10,96,0
"0",2023-05-04,"May","p","10",1,"bepe","Asteraceae","Bellis","perennis",19,NA,NA,NA,1.39773130095711,1.12832328961361,0.269408011343496,0.187500081154813,2.80198732345708e-05,NA,10,96,0
"0",2023-05-04,"May","p","10",10,"tosp","Apieaceae","Torilis","sp",23.2857142857143,NA,NA,NA,8.68205862501206,2.51592228328994,0.616613634172212,0.280331130114251,2.17481553158403e-10,NA,10,96,0
"0",2023-05-04,"May","c","11",7,"bepe","Asteraceae","Bellis","perennis",19.8,NA,NA,NA,3.01417936901808,1.12832328961361,0.269408011343496,0.187500081154813,2.80198732345708e-05,NA,12,111.714285714286,0
"0",2023-05-04,"May","c","11",8,"trfr","Fabaceae","Trifolium","fragiferum",12.75,NA,NA,NA,14.0483824616142,-1.24252812217752,1.91136382297397,0.780426625150839,9.94133304643966e-12,NA,12,111.714285714286,0
"0",2023-05-04,"May","c","11",3,"rapa","Ranunculaceae","Rannunculus","parviflorus",8,NA,NA,NA,9.71392923267659,7.91470166173394,0.599742523647551,0.492457239985109,4.67043961223343e-15,NA,12,111.714285714286,0
"0",2023-05-04,"May","c","11",2,"rabu","Ranunculaceae","Ranunculus","bulbosus",34.5,NA,NA,NA,1.94316542919716,1.42695368837135,0.258105870412905,0.206348041997875,0.000920721794077922,NA,12,111.714285714286,0
"0",2023-05-04,"May","c","11",8.71428571428571,"poaceae","Poaceae",NA,NA,42.4285714285714,NA,NA,NA,17.5645427947547,13.0227796575861,0.521185933773446,0.466095135658867,1.2510440270391e-13,NA,12,111.714285714286,0
"0",2023-05-04,"May","c","11",2,"vear","Plantaginaceae","Veronica","arvensis",20.5,NA,NA,NA,3.91561181434599,3.9662447257384,-0.0253164556962034,1.45944210393186e-05,0.989219226662662,NA,12,111.714285714286,0
"0",2023-05-04,"May","c","11",50,"fear","Poaceae","Festuca","arundinacea",36.9047619047619,NA,NA,NA,6.47779407360313,0.704791782700533,0.115460045818052,0.263872436745876,7.40961016073877e-08,NA,12,111.714285714286,0
"0",2023-05-04,"May","c","11",8,"trre","Fabaceae","Trifolium","repens",24.5,NA,NA,NA,3.28530702656481,1.30038256004847,0.248115558314542,0.0868404454100897,0.015488793478459,NA,12,111.714285714286,0
"0",2023-05-04,"May","c","11",3,"plla","Plantaginaceae","Plantago","lanceolata",23,NA,NA,NA,2.22360748501764,1.26352107305077,0.320028803988958,0.373863361168411,1.39909398901507e-14,NA,12,111.714285714286,0
"0",2023-05-04,"May","c","11",3,"cegl","Caryophyllaceae","Cerastium","glomeratum",15.3333333333333,NA,NA,NA,5.94967905811279,0.499570933305883,1.81670270826897,0.597284181499837,1.82274130050189e-15,NA,12,111.714285714286,0
"0",2023-05-04,"May","c","11",15,"mear","Fabaceae","Medicago","arabica",28.2,NA,NA,NA,6.17134846605921,2.24661670351,0.261648784169947,0.252531666630851,1.34494383436748e-07,NA,12,111.714285714286,0
"0",2023-05-04,"May","c","11",2,"shar","Rubeaceae","Sherardia","armensis",22.6666666666667,NA,NA,NA,5.30155936470797,2.64860591747921,1.32647672361438,0.294112377373703,2.69268679511162e-10,NA,12,111.714285714286,0
"0",2023-05-04,"May","wp","12",6,"mear","Fabaceae","Medicago","arabica",34.6666666666667,NA,NA,NA,3.81650940852968,2.24661670351,0.261648784169947,0.252531666630851,1.34494383436748e-07,NA,13,88.7368421052632,0
"0",2023-05-04,"May","wp","12",12,"rapa","Ranunculaceae","Rannunculus","parviflorus",33.75,NA,NA,NA,15.1116119455046,7.91470166173394,0.599742523647551,0.492457239985109,4.67043961223343e-15,NA,13,88.7368421052632,0
"0",2023-05-04,"May","wp","12",1,"orchidaceae","Orchidaceae",NA,NA,11,NA,NA,NA,1.19603524229075,0.909691629955947,0.286343612334802,0.0620411160058738,0.590141864826211,NA,13,88.7368421052632,0
"0",2023-05-04,"May","wp","12",3,"plla","Plantaginaceae","Plantago","lanceolata",67,NA,NA,NA,2.22360748501764,1.26352107305077,0.320028803988958,0.373863361168411,1.39909398901507e-14,NA,13,88.7368421052632,0
"0",2023-05-04,"May","wp","12",15,"tosp","Apieaceae","Torilis","sp",45.8,NA,NA,NA,11.7651267958731,2.51592228328994,0.616613634172212,0.280331130114251,2.17481553158403e-10,NA,13,88.7368421052632,0
"0",2023-05-04,"May","wp","12",2,"libi","Linaceae","Linum","bienne",57,NA,NA,NA,3.45621458254627,1.68288628636192,0.886664148092177,0.115546960331613,0.0613479791179792,NA,13,88.7368421052632,0
"0",2023-05-04,"May","wp","12",2,"gedi","Geraniaceae","Geranium","dissectum",24.75,NA,NA,NA,2.33454020591227,1.39035716931041,0.472091518300932,0.391870908358925,4.44886047896214e-14,NA,13,88.7368421052632,0
"0",2023-05-04,"May","wp","12",2,"shar","Rubeaceae","Sherardia","armensis",35.5,NA,NA,NA,5.30155936470797,2.64860591747921,1.32647672361438,0.294112377373703,2.69268679511162e-10,NA,13,88.7368421052632,0
"0",2023-05-04,"May","wp","12",3,"bepe","Asteraceae","Bellis","perennis",23.5,NA,NA,NA,1.9365473236441,1.12832328961361,0.269408011343496,0.187500081154813,2.80198732345708e-05,NA,13,88.7368421052632,0
"0",2023-05-04,"May","wp","12",35.7368421052632,"poaceae","Poaceae",NA,NA,45.3421052631579,NA,NA,NA,31.6483190803319,13.0227796575861,0.521185933773446,0.466095135658867,1.2510440270391e-13,NA,13,88.7368421052632,0
"0",2023-05-04,"May","wp","12",1,"cegl","Caryophyllaceae","Cerastium","glomeratum",34.5,NA,NA,NA,2.31627364157485,0.499570933305883,1.81670270826897,0.597284181499837,1.82274130050189e-15,NA,13,88.7368421052632,0
"0",2023-05-04,"May","wp","12",1,"rabu","Ranunculaceae","Ranunculus","bulbosus",34,NA,NA,NA,1.68505955878426,1.42695368837135,0.258105870412905,0.206348041997875,0.000920721794077922,NA,13,88.7368421052632,0
"0",2023-05-04,"May","wp","12",5,"trre","Fabaceae","Trifolium","repens",37.3333333333333,NA,NA,NA,2.54096035162118,1.30038256004847,0.248115558314542,0.0868404454100897,0.015488793478459,NA,13,88.7368421052632,0
"0",2023-05-04,"May","wp","13",57.8285714285714,"poaceae","Poaceae",NA,NA,94.4285714285714,NA,NA,NA,43.1622176563705,13.0227796575861,0.521185933773446,0.466095135658867,1.2510440270391e-13,NA,8,81.8285714285714,0
"0",2023-05-04,"May","wp","13",1,"rapa","Ranunculaceae","Rannunculus","parviflorus",37.5,NA,NA,NA,8.51444418538149,7.91470166173394,0.599742523647551,0.492457239985109,4.67043961223343e-15,NA,8,81.8285714285714,0
"0",2023-05-04,"May","wp","13",1,"cegl","Caryophyllaceae","Cerastium","glomeratum",25,NA,NA,NA,2.31627364157485,0.499570933305883,1.81670270826897,0.597284181499837,1.82274130050189e-15,NA,8,81.8285714285714,0
"0",2023-05-04,"May","wp","13",3,"vepe","Plantaginaceae","Veronica","persica",39.25,NA,NA,NA,5.2364217252396,0.587859424920123,1.54952076677316,0.308821685590706,0.000162017493540491,NA,8,81.8285714285714,0
"0",2023-05-04,"May","wp","13",4,"cadi","Cyperaceae","Carex","divulsa",29.8333333333333,NA,NA,NA,1.16133735708145,1.20907700270817,-0.011934911406679,0.00393890207127774,0.682122690872527,NA,8,81.8285714285714,0
"0",2023-05-04,"May","wp","13",3,"mear","Fabaceae","Medicago","arabica",31,NA,NA,NA,3.03156305601984,2.24661670351,0.261648784169947,0.252531666630851,1.34494383436748e-07,NA,8,81.8285714285714,0
"0",2023-05-04,"May","wp","13",5,"gedi","Geraniaceae","Geranium","dissectum",32,NA,NA,NA,3.75081476081507,1.39035716931041,0.472091518300932,0.391870908358925,4.44886047896214e-14,NA,8,81.8285714285714,0
"0",2023-05-04,"May","wp","13",7,"shar","Rubeaceae","Sherardia","armensis",34.9375,NA,NA,NA,11.9339429827799,2.64860591747921,1.32647672361438,0.294112377373703,2.69268679511162e-10,NA,8,81.8285714285714,0
"0",2023-05-04,"May","c","14",8,"bepe","Asteraceae","Bellis","perennis",22.5,NA,NA,NA,3.28358738036158,1.12832328961361,0.269408011343496,0.187500081154813,2.80198732345708e-05,NA,19,79.5172413793103,0
"0",2023-05-04,"May","c","14",4,"visa","Fabaceae","Vicia","sativa",46.1666666666667,NA,NA,NA,5.52106212096379,1.57777413538765,0.985821996394034,0.263568029752485,9.53130448250062e-07,NA,19,79.5172413793103,0
"0",2023-05-04,"May","c","14",6.51724137931035,"poaceae","Poaceae",NA,NA,58.7586206896552,NA,NA,NA,16.4194741914889,13.0227796575861,0.521185933773446,0.466095135658867,1.2510440270391e-13,NA,19,79.5172413793103,0
"0",2023-05-04,"May","c","14",10,"shar","Rubeaceae","Sherardia","armensis",28.1428571428571,NA,NA,NA,15.913373153623,2.64860591747921,1.32647672361438,0.294112377373703,2.69268679511162e-10,NA,19,79.5172413793103,0
"0",2023-05-04,"May","c","14",5,"rabu","Ranunculaceae","Ranunculus","bulbosus",33.125,NA,NA,NA,2.71748304043587,1.42695368837135,0.258105870412905,0.206348041997875,0.000920721794077922,NA,19,79.5172413793103,0
"0",2023-05-04,"May","c","14",6,"gedi","Geraniaceae","Geranium","dissectum",23.875,NA,NA,NA,4.222906279116,1.39035716931041,0.472091518300932,0.391870908358925,4.44886047896214e-14,NA,19,79.5172413793103,0
"0",2023-05-04,"May","c","14",3,"dagl","Poaceae","Dactilys","glomerata",60.25,NA,NA,NA,1.59863579773304,1.57546978731742,0.00772200347187442,0.0012912956938069,0.785175376343123,NA,19,79.5172413793103,0
"0",2023-05-04,"May","c","14",12,"rapa","Ranunculaceae","Rannunculus","parviflorus",25.25,NA,NA,NA,15.1116119455046,7.91470166173394,0.599742523647551,0.492457239985109,4.67043961223343e-15,NA,19,79.5172413793103,0
"0",2023-05-04,"May","c","14",1,"asteraceae","Asteraceae",NA,NA,21,NA,NA,NA,2.0441060527877,1.6513049491535,0.3928011036342,0.268481139788285,1.68902877213852e-07,NA,19,79.5172413793103,0
"0",2023-05-04,"May","c","14",1,"vepe","Plantaginaceae","Veronica","persica",33,NA,NA,NA,2.13738019169328,0.587859424920123,1.54952076677316,0.308821685590706,0.000162017493540491,NA,19,79.5172413793103,0
"0",2023-05-04,"May","c","14",1,"cegl","Caryophyllaceae","Cerastium","glomeratum",21.5,NA,NA,NA,2.31627364157485,0.499570933305883,1.81670270826897,0.597284181499837,1.82274130050189e-15,NA,19,79.5172413793103,0
"0",2023-05-04,"May","c","14",2,"coar","Convolvulaceae","Convolvulus","arvensis",28.5,NA,NA,NA,4.22127711724793,2.86933689330289,0.675970111972519,0.129066507088952,0.00106516737336632,NA,19,79.5172413793103,0
"0",2023-05-04,"May","c","14",3,"plla","Plantaginaceae","Plantago","lanceolata",39.6666666666667,NA,NA,NA,2.22360748501764,1.26352107305077,0.320028803988958,0.373863361168411,1.39909398901507e-14,NA,19,79.5172413793103,0
"0",2023-05-04,"May","c","14",2,"valo","Caprifoleaceae","Valerianella","locusta",21.3333333333333,NA,NA,NA,4.72433306386418,2.56669361358124,1.07881972514147,0.252266501349447,0.0105116027406987,NA,19,79.5172413793103,0
"0",2023-05-04,"May","c","14",3,"mear","Fabaceae","Medicago","arabica",24.6666666666667,NA,NA,NA,3.03156305601984,2.24661670351,0.261648784169947,0.252531666630851,1.34494383436748e-07,NA,19,79.5172413793103,0
"0",2023-05-04,"May","c","14",2,"trre","Fabaceae","Trifolium","repens",18,NA,NA,NA,1.79661367667755,1.30038256004847,0.248115558314542,0.0868404454100897,0.015488793478459,NA,19,79.5172413793103,0
"0",2023-05-04,"May","c","14",3,"libi","Linaceae","Linum","bienne",56.3333333333333,NA,NA,NA,4.34287873063845,1.68288628636192,0.886664148092177,0.115546960331613,0.0613479791179792,NA,19,79.5172413793103,0
"0",2023-05-04,"May","c","14",6,"tosp","Apieaceae","Torilis","sp",30.375,NA,NA,NA,6.21560408832321,2.51592228328994,0.616613634172212,0.280331130114251,2.17481553158403e-10,NA,19,79.5172413793103,0
"0",2023-05-04,"May","c","14",1,"trdu","Fabaceae","Trifolium","dubium",24.5,NA,NA,NA,1.4343220338983,1.03072033898305,0.403601694915254,0.394287809647979,0.00230561041360377,NA,19,79.5172413793103,0
"0",2023-05-04,"May","p","15",73.1923076923077,"poaceae","Poaceae",NA,NA,105.423076923077,NA,NA,NA,51.1695808872349,13.0227796575861,0.521185933773446,0.466095135658867,1.2510440270391e-13,NA,5,75.9923076923077,0
"0",2023-05-04,"May","p","15",2,"trre","Fabaceae","Trifolium","repens",19,NA,NA,NA,1.79661367667755,1.30038256004847,0.248115558314542,0.0868404454100897,0.015488793478459,NA,5,75.9923076923077,0
"0",2023-05-04,"May","p","15",0.5,"gemo","Geraniaceae","Geranium","molle",9.5,NA,NA,NA,1.29387134405466,0.98357428547621,0.620594117156903,0.511456217334882,3.12704227766121e-07,NA,5,75.9923076923077,0
"0",2023-05-04,"May","p","15",0.2,"shar","Rubeaceae","Sherardia","armensis",15.5,NA,NA,NA,2.91390126220209,2.64860591747921,1.32647672361438,0.294112377373703,2.69268679511162e-10,NA,5,75.9923076923077,0
"0",2023-05-04,"May","p","15",0.1,"rapa","Ranunculaceae","Rannunculus","parviflorus",9,NA,NA,NA,7.97467591409869,7.91470166173394,0.599742523647551,0.492457239985109,4.67043961223343e-15,NA,5,75.9923076923077,0
"0",2023-05-04,"May","w","16",1,"coar","Convolvulaceae","Convolvulus","arvensis",54,NA,NA,NA,3.54530700527541,2.86933689330289,0.675970111972519,0.129066507088952,0.00106516737336632,NA,8,85.5136363636364,0
"0",2023-05-04,"May","w","16",0.5,"gemo","Geraniaceae","Geranium","molle",24.875,NA,NA,NA,1.29387134405466,0.98357428547621,0.620594117156903,0.511456217334882,3.12704227766121e-07,NA,8,85.5136363636364,0
"0",2023-05-04,"May","w","16",0.5,"tosp","Apieaceae","Torilis","sp",22.8333333333333,NA,NA,NA,2.82422910037605,2.51592228328994,0.616613634172212,0.280331130114251,2.17481553158403e-10,NA,8,85.5136363636364,0
"0",2023-05-04,"May","w","16",0.5,"mear","Fabaceae","Medicago","arabica",27.6666666666667,NA,NA,NA,2.37744109559497,2.24661670351,0.261648784169947,0.252531666630851,1.34494383436748e-07,NA,8,85.5136363636364,0
"0",2023-05-04,"May","w","16",82.1136363636364,"poaceae","Poaceae",NA,NA,113.272727272727,NA,NA,NA,55.8192519013011,13.0227796575861,0.521185933773446,0.466095135658867,1.2510440270391e-13,NA,8,85.5136363636364,0
"0",2023-05-04,"May","w","16",0.2,"libi","Linaceae","Linum","bienne",40,NA,NA,NA,1.86021911598036,1.68288628636192,0.886664148092177,0.115546960331613,0.0613479791179792,NA,8,85.5136363636364,0
"0",2023-05-04,"May","w","16",0.5,"shar","Rubeaceae","Sherardia","armensis",30.1666666666667,NA,NA,NA,3.3118442792864,2.64860591747921,1.32647672361438,0.294112377373703,2.69268679511162e-10,NA,8,85.5136363636364,0
"0",2023-05-04,"May","w","16",0.2,"rapa","Ranunculaceae","Rannunculus","parviflorus",29,NA,NA,NA,8.03465016646345,7.91470166173394,0.599742523647551,0.492457239985109,4.67043961223343e-15,NA,8,85.5136363636364,0
"0",2023-05-04,"May","c","2",1,"rabu","Ranunculaceae","Ranunculus","bulbosus",37,NA,NA,NA,1.68505955878426,1.42695368837135,0.258105870412905,0.206348041997875,0.000920721794077922,NA,13,67.9,0
"0",2023-05-04,"May","c","2",3,"plla","Plantaginaceae","Plantago","lanceolata",26.5,NA,NA,NA,2.22360748501764,1.26352107305077,0.320028803988958,0.373863361168411,1.39909398901507e-14,NA,13,67.9,0
"0",2023-05-04,"May","c","2",6,"rapa","Ranunculaceae","Rannunculus","parviflorus",19,NA,NA,NA,11.5131568036192,7.91470166173394,0.599742523647551,0.492457239985109,4.67043961223343e-15,NA,13,67.9,0
"0",2023-05-04,"May","c","2",5,"mear","Fabaceae","Medicago","arabica",29.75,NA,NA,NA,3.55486062435974,2.24661670351,0.261648784169947,0.252531666630851,1.34494383436748e-07,NA,13,67.9,0
"0",2023-05-04,"May","c","2",2,"trdu","Fabaceae","Trifolium","dubium",20,NA,NA,NA,1.83792372881356,1.03072033898305,0.403601694915254,0.394287809647979,0.00230561041360377,NA,13,67.9,0
"0",2023-05-04,"May","c","2",4,"visa","Fabaceae","Vicia","sativa",31,NA,NA,NA,5.52106212096379,1.57777413538765,0.985821996394034,0.263568029752485,9.53130448250062e-07,NA,13,67.9,0
"0",2023-05-04,"May","c","2",3,"tosp","Apieaceae","Torilis","sp",21.5,NA,NA,NA,4.36576318580658,2.51592228328994,0.616613634172212,0.280331130114251,2.17481553158403e-10,NA,13,67.9,0
"0",2023-05-04,"May","c","2",2,"gemo","Geraniaceae","Geranium","molle",19,NA,NA,NA,2.22476251979002,0.98357428547621,0.620594117156903,0.511456217334882,3.12704227766121e-07,NA,13,67.9,0
"0",2023-05-04,"May","c","2",1,"trre","Fabaceae","Trifolium","repens",23,NA,NA,NA,1.54849811836301,1.30038256004847,0.248115558314542,0.0868404454100897,0.015488793478459,NA,13,67.9,0
"0",2023-05-04,"May","c","2",5,"shar","Rubeaceae","Sherardia","armensis",28.3333333333333,NA,NA,NA,9.28098953555111,2.64860591747921,1.32647672361438,0.294112377373703,2.69268679511162e-10,NA,13,67.9,0
"0",2023-05-04,"May","c","2",29.9,"poaceae","Poaceae",NA,NA,65.8333333333333,NA,NA,NA,28.6062390774121,13.0227796575861,0.521185933773446,0.466095135658867,1.2510440270391e-13,NA,13,67.9,0
"0",2023-05-04,"May","c","2",3,"trfr","Fabaceae","Trifolium","fragiferum",23.5,NA,NA,NA,4.49156334674439,-1.24252812217752,1.91136382297397,0.780426625150839,9.94133304643966e-12,NA,13,67.9,0
"0",2023-05-04,"May","c","2",3,"gedi","Geraniaceae","Geranium","dissectum",19,NA,NA,NA,2.80663172421321,1.39035716931041,0.472091518300932,0.391870908358925,4.44886047896214e-14,NA,13,67.9,0
"0",2023-05-04,"May","p","3",3,"dagl","Poaceae","Dactilys","glomerata",33,NA,NA,NA,1.59863579773304,1.57546978731742,0.00772200347187442,0.0012912956938069,0.785175376343123,NA,14,94.3636363636364,0
"0",2023-05-04,"May","p","3",3,"gedi","Geraniaceae","Geranium","dissectum",28.5,NA,NA,NA,2.80663172421321,1.39035716931041,0.472091518300932,0.391870908358925,4.44886047896214e-14,NA,14,94.3636363636364,0
"0",2023-05-04,"May","p","3",2,"bepe","Asteraceae","Bellis","perennis",21,NA,NA,NA,1.6671393123006,1.12832328961361,0.269408011343496,0.187500081154813,2.80198732345708e-05,NA,14,94.3636363636364,0
"0",2023-05-04,"May","p","3",4,"pore","Rosaceae","Potentilla","reptans",17.3333333333333,NA,NA,NA,4.0800798734606,4.24021996201399,-0.0400350221383466,0.00167710001758342,0.775392850895589,NA,14,94.3636363636364,0
"0",2023-05-04,"May","p","3",1,"coar","Convolvulaceae","Convolvulus","arvensis",33,NA,NA,NA,3.54530700527541,2.86933689330289,0.675970111972519,0.129066507088952,0.00106516737336632,NA,14,94.3636363636364,0
"0",2023-05-04,"May","p","3",3,"fear","Poaceae","Festuca","arundinacea",54,NA,NA,NA,1.05117192015469,0.704791782700533,0.115460045818052,0.263872436745876,7.40961016073877e-08,NA,14,94.3636363636364,0
"0",2023-05-04,"May","p","3",10,"tosp","Apieaceae","Torilis","sp",29.8333333333333,NA,NA,NA,8.68205862501206,2.51592228328994,0.616613634172212,0.280331130114251,2.17481553158403e-10,NA,14,94.3636363636364,0
"0",2023-05-04,"May","p","3",8,"shar","Rubeaceae","Sherardia","armensis",27.2,NA,NA,NA,13.2604197063942,2.64860591747921,1.32647672361438,0.294112377373703,2.69268679511162e-10,NA,14,94.3636363636364,0
"0",2023-05-04,"May","p","3",9,"mear","Fabaceae","Medicago","arabica",28,NA,NA,NA,4.60145576103952,2.24661670351,0.261648784169947,0.252531666630851,1.34494383436748e-07,NA,14,94.3636363636364,0
"0",2023-05-04,"May","p","3",10,"trfr","Fabaceae","Trifolium","fragiferum",23.6,NA,NA,NA,17.8711101075622,-1.24252812217752,1.91136382297397,0.780426625150839,9.94133304643966e-12,NA,14,94.3636363636364,0
"0",2023-05-04,"May","p","3",33.3636363636364,"poaceae","Poaceae",NA,NA,62.5909090909091,NA,NA,NA,30.4114376298456,13.0227796575861,0.521185933773446,0.466095135658867,1.2510440270391e-13,NA,14,94.3636363636364,0
"0",2023-05-04,"May","p","3",1,"visa","Fabaceae","Vicia","sativa",55,NA,NA,NA,2.56359613178168,1.57777413538765,0.985821996394034,0.263568029752485,9.53130448250062e-07,NA,14,94.3636363636364,0
"0",2023-05-04,"May","p","3",5,"rapa","Ranunculaceae","Rannunculus","parviflorus",24.6666666666667,NA,NA,NA,10.9134142799717,7.91470166173394,0.599742523647551,0.492457239985109,4.67043961223343e-15,NA,14,94.3636363636364,0
"0",2023-05-04,"May","p","3",2,"apar","Rosaceae","Aphanes","arvensis",17,NA,NA,NA,7.81443951868271,0.789740341988588,3.51234958834706,0.491372772418151,3.3291704836092e-07,NA,14,94.3636363636364,0
"0",2023-05-04,"May","wp","4",2,"plla","Plantaginaceae","Plantago","lanceolata",37,NA,NA,NA,1.90357868102869,1.26352107305077,0.320028803988958,0.373863361168411,1.39909398901507e-14,NA,9,81.3478260869565,0
"0",2023-05-04,"May","wp","4",3,"cisp","Asteraceae","Cirsium",NA,49,NA,NA,NA,1.34624271973008,1.27220874253884,0.024677992397081,0.044085684798429,0.171322731511053,NA,9,81.3478260869565,0
"0",2023-05-04,"May","wp","4",10,"shar","Rubeaceae","Sherardia","armensis",51.8,NA,NA,NA,15.913373153623,2.64860591747921,1.32647672361438,0.294112377373703,2.69268679511162e-10,NA,9,81.3478260869565,0
"0",2023-05-04,"May","wp","4",15,"gedi","Geraniaceae","Geranium","dissectum",46.1666666666667,NA,NA,NA,8.47172994382439,1.39035716931041,0.472091518300932,0.391870908358925,4.44886047896214e-14,NA,9,81.3478260869565,0
"0",2023-05-04,"May","wp","4",1,"visa","Fabaceae","Vicia","sativa",45,NA,NA,NA,2.56359613178168,1.57777413538765,0.985821996394034,0.263568029752485,9.53130448250062e-07,NA,9,81.3478260869565,0
"0",2023-05-04,"May","wp","4",16.3478260869565,"poaceae","Poaceae",NA,NA,83.6086956521739,NA,NA,NA,21.5430366618824,13.0227796575861,0.521185933773446,0.466095135658867,1.2510440270391e-13,NA,9,81.3478260869565,0
"0",2023-05-04,"May","wp","4",1,"mear","Fabaceae","Medicago","arabica",32,NA,NA,NA,2.50826548767995,2.24661670351,0.261648784169947,0.252531666630851,1.34494383436748e-07,NA,9,81.3478260869565,0
"0",2023-05-04,"May","wp","4",3,"trre","Fabaceae","Trifolium","repens",36.5,NA,NA,NA,2.0447292349921,1.30038256004847,0.248115558314542,0.0868404454100897,0.015488793478459,NA,9,81.3478260869565,0
