"","sampling","plot","treatment","species","abundance","height","Cb","Db","Cm","Dm","datenew","month"
"88","0","10","p","visa",15,39,NA,NA,NA,NA,2023-05-04,5
"89","0","10","p","visa",15,36,NA,NA,NA,NA,2023-05-04,5
"90","0","10","p","visa",15,33,NA,NA,NA,NA,2023-05-04,5
"91","0","10","p","visa",15,31,NA,NA,NA,NA,2023-05-04,5
"92","0","10","p","visa",15,26,NA,NA,NA,NA,2023-05-04,5
"93","0","10","p","visa",15,24,NA,NA,NA,NA,2023-05-04,5
"94","0","10","p","ni cardo",10,36,NA,NA,NA,NA,2023-05-04,5
"95","0","10","p","tono",10,36,NA,NA,NA,NA,2023-05-04,5
"96","0","10","p","tono",10,23,NA,NA,NA,NA,2023-05-04,5
"97","0","10","p","tono",10,23,NA,NA,NA,NA,2023-05-04,5
"98","0","10","p","tono",10,22,NA,NA,NA,NA,2023-05-04,5
"99","0","10","p","tono",10,20,NA,NA,NA,NA,2023-05-04,5
"100","0","10","p","tono",10,20,NA,NA,NA,NA,2023-05-04,5
"101","0","10","p","tono",10,19,NA,NA,NA,NA,2023-05-04,5
"102","0","10","p","pore",8,30,NA,NA,NA,NA,2023-05-04,5
"103","0","10","p","pore",8,18,NA,NA,NA,NA,2023-05-04,5
"104","0","10","p","pore",8,16,NA,NA,NA,NA,2023-05-04,5
"105","0","10","p","pore",8,14,NA,NA,NA,NA,2023-05-04,5
"106","0","10","p","mear",5,23,NA,NA,NA,NA,2023-05-04,5
"107","0","10","p","mear",5,22,NA,NA,NA,NA,2023-05-04,5
"108","0","10","p","mear",5,20,NA,NA,NA,NA,2023-05-04,5
"109","0","10","p","mear",5,18,NA,NA,NA,NA,2023-05-04,5
"110","0","10","p","coar",3,27,NA,NA,NA,NA,2023-05-04,5
"111","0","10","p","coar",3,27,NA,NA,NA,NA,2023-05-04,5
"112","0","10","p","coar",3,26,NA,NA,NA,NA,2023-05-04,5
"113","0","10","p","rapa",3,20,NA,NA,NA,NA,2023-05-04,5
"114","0","10","p","rapa",3,17,NA,NA,NA,NA,2023-05-04,5
"115","0","10","p","bepe",1,19,NA,NA,NA,NA,2023-05-04,5
"116","0","10","p","brho",1,52,NA,NA,NA,NA,2023-05-04,5
"117","0","10","p","brho",1,50,NA,NA,NA,NA,2023-05-04,5
"118","0","11","c","fear",50,49,NA,NA,NA,NA,2023-05-04,5
"119","0","11","c","fear",50,45,NA,NA,NA,NA,2023-05-04,5
"120","0","11","c","fear",50,44,NA,NA,NA,NA,2023-05-04,5
"121","0","11","c","fear",50,43,NA,NA,NA,NA,2023-05-04,5
"122","0","11","c","fear",50,43,NA,NA,NA,NA,2023-05-04,5
"123","0","11","c","fear",50,41,NA,NA,NA,NA,2023-05-04,5
"124","0","11","c","fear",50,40,NA,NA,NA,NA,2023-05-04,5
"125","0","11","c","fear",50,38,NA,NA,NA,NA,2023-05-04,5
"126","0","11","c","fear",50,38,NA,NA,NA,NA,2023-05-04,5
"127","0","11","c","fear",50,37,NA,NA,NA,NA,2023-05-04,5
"128","0","11","c","fear",50,37,NA,NA,NA,NA,2023-05-04,5
"129","0","11","c","fear",50,37,NA,NA,NA,NA,2023-05-04,5
"130","0","11","c","fear",50,36,NA,NA,NA,NA,2023-05-04,5
"131","0","11","c","fear",50,34,NA,NA,NA,NA,2023-05-04,5
"132","0","11","c","fear",50,33,NA,NA,NA,NA,2023-05-04,5
"133","0","11","c","fear",50,33,NA,NA,NA,NA,2023-05-04,5
"134","0","11","c","fear",50,32,NA,NA,NA,NA,2023-05-04,5
"135","0","11","c","fear",50,32,NA,NA,NA,NA,2023-05-04,5
"136","0","11","c","fear",50,32,NA,NA,NA,NA,2023-05-04,5
"137","0","11","c","fear",50,26,NA,NA,NA,NA,2023-05-04,5
"138","0","11","c","fear",50,25,NA,NA,NA,NA,2023-05-04,5
"139","0","11","c","mear",15,35,NA,NA,NA,NA,2023-05-04,5
"140","0","11","c","mear",15,34,NA,NA,NA,NA,2023-05-04,5
"141","0","11","c","mear",15,26,NA,NA,NA,NA,2023-05-04,5
"142","0","11","c","mear",15,25,NA,NA,NA,NA,2023-05-04,5
"143","0","11","c","mear",15,21,NA,NA,NA,NA,2023-05-04,5
"144","0","11","c","brho",10,52,NA,NA,NA,NA,2023-05-04,5
"145","0","11","c","brho",10,45,NA,NA,NA,NA,2023-05-04,5
"146","0","11","c","brho",10,37,NA,NA,NA,NA,2023-05-04,5
"147","0","11","c","brho",10,34,NA,NA,NA,NA,2023-05-04,5
"148","0","11","c","brho",10,32,NA,NA,NA,NA,2023-05-04,5
"149","0","11","c","brho",10,30,NA,NA,NA,NA,2023-05-04,5
"150","0","11","c","trfr",8,15,NA,NA,NA,NA,2023-05-04,5
"151","0","11","c","trfr",8,13,NA,NA,NA,NA,2023-05-04,5
"152","0","11","c","trfr",8,12,NA,NA,NA,NA,2023-05-04,5
"153","0","11","c","trfr",8,11,NA,NA,NA,NA,2023-05-04,5
"154","0","11","c","trre",8,36,NA,NA,NA,NA,2023-05-04,5
"155","0","11","c","trre",8,28,NA,NA,NA,NA,2023-05-04,5
"156","0","11","c","trre",8,20,NA,NA,NA,NA,2023-05-04,5
"157","0","11","c","trre",8,14,NA,NA,NA,NA,2023-05-04,5
"158","0","11","c","bepe",7,24,NA,NA,NA,NA,2023-05-04,5
"159","0","11","c","bepe",7,21,NA,NA,NA,NA,2023-05-04,5
"160","0","11","c","bepe",7,20,NA,NA,NA,NA,2023-05-04,5
"161","0","11","c","bepe",7,18,NA,NA,NA,NA,2023-05-04,5
"162","0","11","c","bepe",7,16,NA,NA,NA,NA,2023-05-04,5
"163","0","11","c","cegl",3,19,NA,NA,NA,NA,2023-05-04,5
"164","0","11","c","cegl",3,14,NA,NA,NA,NA,2023-05-04,5
"165","0","11","c","cegl",3,13,NA,NA,NA,NA,2023-05-04,5
"166","0","11","c","plla",3,23,NA,NA,NA,NA,2023-05-04,5
"167","0","11","c","rapa",3,9,NA,NA,NA,NA,2023-05-04,5
"168","0","11","c","rapa",3,8,NA,NA,NA,NA,2023-05-04,5
"169","0","11","c","rapa",3,7,NA,NA,NA,NA,2023-05-04,5
"170","0","11","c","rabu",2,39,NA,NA,NA,NA,2023-05-04,5
"171","0","11","c","rabu",2,30,NA,NA,NA,NA,2023-05-04,5
"172","0","11","c","shar",2,29,NA,NA,NA,NA,2023-05-04,5
"173","0","11","c","shar",2,22,NA,NA,NA,NA,2023-05-04,5
"174","0","11","c","shar",2,17,NA,NA,NA,NA,2023-05-04,5
"175","0","11","c","vear",2,23,NA,NA,NA,NA,2023-05-04,5
"176","0","11","c","vear",2,23,NA,NA,NA,NA,2023-05-04,5
"177","0","11","c","vear",2,19,NA,NA,NA,NA,2023-05-04,5
"178","0","11","c","vear",2,17,NA,NA,NA,NA,2023-05-04,5
"179","0","11","c","poan",1,67,NA,NA,NA,NA,2023-05-04,5
"180","0","12","wp","elre",35,54,NA,NA,NA,NA,2023-05-04,5
"181","0","12","wp","elre",35,53.5,NA,NA,NA,NA,2023-05-04,5
"182","0","12","wp","elre",35,50,NA,NA,NA,NA,2023-05-04,5
"183","0","12","wp","elre",35,47,NA,NA,NA,NA,2023-05-04,5
"184","0","12","wp","elre",35,40,NA,NA,NA,NA,2023-05-04,5
"185","0","12","wp","elre",35,39,NA,NA,NA,NA,2023-05-04,5
"186","0","12","wp","elre",35,37,NA,NA,NA,NA,2023-05-04,5
"187","0","12","wp","elre",35,36,NA,NA,NA,NA,2023-05-04,5
"188","0","12","wp","elre",35,32.5,NA,NA,NA,NA,2023-05-04,5
"189","0","12","wp","elre",35,29.5,NA,NA,NA,NA,2023-05-04,5
"190","0","12","wp","tono",15,58.5,NA,NA,NA,NA,2023-05-04,5
"191","0","12","wp","tono",15,50.5,NA,NA,NA,NA,2023-05-04,5
"192","0","12","wp","tono",15,44.5,NA,NA,NA,NA,2023-05-04,5
"193","0","12","wp","tono",15,40.5,NA,NA,NA,NA,2023-05-04,5
"194","0","12","wp","tono",15,35,NA,NA,NA,NA,2023-05-04,5
"195","0","12","wp","rapa",12,36,NA,NA,NA,NA,2023-05-04,5
"196","0","12","wp","rapa",12,35.5,NA,NA,NA,NA,2023-05-04,5
"197","0","12","wp","rapa",12,34,NA,NA,NA,NA,2023-05-04,5
"198","0","12","wp","rapa",12,29.5,NA,NA,NA,NA,2023-05-04,5
"199","0","12","wp","g13",10,48.5,NA,NA,NA,NA,2023-05-04,5
"200","0","12","wp","g13",10,47.5,NA,NA,NA,NA,2023-05-04,5
"201","0","12","wp","g13",10,45,NA,NA,NA,NA,2023-05-04,5
"202","0","12","wp","g13",10,43.5,NA,NA,NA,NA,2023-05-04,5
"203","0","12","wp","g13",10,43,NA,NA,NA,NA,2023-05-04,5
"204","0","12","wp","mear",6,43,NA,NA,NA,NA,2023-05-04,5
"205","0","12","wp","mear",6,36,NA,NA,NA,NA,2023-05-04,5
"206","0","12","wp","mear",6,25,NA,NA,NA,NA,2023-05-04,5
"207","0","12","wp","trre",5,44.5,NA,NA,NA,NA,2023-05-04,5
"208","0","12","wp","trre",5,34.5,NA,NA,NA,NA,2023-05-04,5
"209","0","12","wp","trre",5,33,NA,NA,NA,NA,2023-05-04,5
"210","0","12","wp","bepe",3,26,NA,NA,NA,NA,2023-05-04,5
"211","0","12","wp","bepe",3,21,NA,NA,NA,NA,2023-05-04,5
"212","0","12","wp","plla",3,67,NA,NA,NA,NA,2023-05-04,5
"213","0","12","wp","gedi",2,29,NA,NA,NA,NA,2023-05-04,5
"214","0","12","wp","gedi",2,20.5,NA,NA,NA,NA,2023-05-04,5
"215","0","12","wp","libi",2,74,NA,NA,NA,NA,2023-05-04,5
"216","0","12","wp","libi",2,58,NA,NA,NA,NA,2023-05-04,5
"217","0","12","wp","libi",2,39,NA,NA,NA,NA,2023-05-04,5
"218","0","12","wp","shar",2,42,NA,NA,NA,NA,2023-05-04,5
"219","0","12","wp","shar",2,34.5,NA,NA,NA,NA,2023-05-04,5
"220","0","12","wp","shar",2,34,NA,NA,NA,NA,2023-05-04,5
"221","0","12","wp","shar",2,31.5,NA,NA,NA,NA,2023-05-04,5
"222","0","12","wp","brho",1,63.5,NA,NA,NA,NA,2023-05-04,5
"223","0","12","wp","brho",1,53,NA,NA,NA,NA,2023-05-04,5
"224","0","12","wp","brho",1,44,NA,NA,NA,NA,2023-05-04,5
"225","0","12","wp","brst",1,55,NA,NA,NA,NA,2023-05-04,5
"226","0","12","wp","cegl",1,41,NA,NA,NA,NA,2023-05-04,5
"227","0","12","wp","cegl",1,34,NA,NA,NA,NA,2023-05-04,5
"228","0","12","wp","cegl",1,28.5,NA,NA,NA,NA,2023-05-04,5
"229","0","12","wp","opap",1,11,NA,NA,NA,NA,2023-05-04,5
"230","0","12","wp","rabu",1,34,NA,NA,NA,NA,2023-05-04,5
"231","0","13","wp","brst",80,131,NA,NA,NA,NA,2023-05-04,5
"232","0","13","wp","brst",80,129,NA,NA,NA,NA,2023-05-04,5
"233","0","13","wp","brst",80,127,NA,NA,NA,NA,2023-05-04,5
"234","0","13","wp","brst",80,126,NA,NA,NA,NA,2023-05-04,5
"235","0","13","wp","brst",80,121,NA,NA,NA,NA,2023-05-04,5
"236","0","13","wp","brst",80,117.5,NA,NA,NA,NA,2023-05-04,5
"237","0","13","wp","brst",80,112,NA,NA,NA,NA,2023-05-04,5
"238","0","13","wp","brst",80,111,NA,NA,NA,NA,2023-05-04,5
"239","0","13","wp","brst",80,109,NA,NA,NA,NA,2023-05-04,5
"240","0","13","wp","brst",80,108,NA,NA,NA,NA,2023-05-04,5
"241","0","13","wp","brst",80,106,NA,NA,NA,NA,2023-05-04,5
"242","0","13","wp","brst",80,106,NA,NA,NA,NA,2023-05-04,5
"243","0","13","wp","brst",80,105,NA,NA,NA,NA,2023-05-04,5
"244","0","13","wp","brst",80,104,NA,NA,NA,NA,2023-05-04,5
"245","0","13","wp","brst",80,104,NA,NA,NA,NA,2023-05-04,5
"246","0","13","wp","brst",80,103,NA,NA,NA,NA,2023-05-04,5
"247","0","13","wp","brst",80,102,NA,NA,NA,NA,2023-05-04,5
"248","0","13","wp","brst",80,100,NA,NA,NA,NA,2023-05-04,5
"249","0","13","wp","brst",80,98,NA,NA,NA,NA,2023-05-04,5
"250","0","13","wp","brst",80,97,NA,NA,NA,NA,2023-05-04,5
"251","0","13","wp","brst",80,92,NA,NA,NA,NA,2023-05-04,5
"252","0","13","wp","brst",80,82,NA,NA,NA,NA,2023-05-04,5
"253","0","13","wp","brst",80,80,NA,NA,NA,NA,2023-05-04,5
"254","0","13","wp","brst",80,80,NA,NA,NA,NA,2023-05-04,5
"255","0","13","wp","brst",80,77,NA,NA,NA,NA,2023-05-04,5
"256","0","13","wp","shar",7,41,NA,NA,NA,NA,2023-05-04,5
"257","0","13","wp","shar",7,39,NA,NA,NA,NA,2023-05-04,5
"258","0","13","wp","shar",7,38,NA,NA,NA,NA,2023-05-04,5
"259","0","13","wp","shar",7,35.5,NA,NA,NA,NA,2023-05-04,5
"260","0","13","wp","shar",7,35.5,NA,NA,NA,NA,2023-05-04,5
"261","0","13","wp","shar",7,32.5,NA,NA,NA,NA,2023-05-04,5
"262","0","13","wp","shar",7,32,NA,NA,NA,NA,2023-05-04,5
"263","0","13","wp","shar",7,26,NA,NA,NA,NA,2023-05-04,5
"264","0","13","wp","gedi",5,52,NA,NA,NA,NA,2023-05-04,5
"265","0","13","wp","gedi",5,24,NA,NA,NA,NA,2023-05-04,5
"266","0","13","wp","gedi",5,20,NA,NA,NA,NA,2023-05-04,5
"267","0","13","wp","cadi",4,32,NA,NA,NA,NA,2023-05-04,5
"268","0","13","wp","cadi",4,29,NA,NA,NA,NA,2023-05-04,5
"269","0","13","wp","cadi",4,28.5,NA,NA,NA,NA,2023-05-04,5
"270","0","13","wp","brho",3,88,NA,NA,NA,NA,2023-05-04,5
"271","0","13","wp","brho",3,82,NA,NA,NA,NA,2023-05-04,5
"272","0","13","wp","brho",3,80,NA,NA,NA,NA,2023-05-04,5
"273","0","13","wp","brho",3,66,NA,NA,NA,NA,2023-05-04,5
"274","0","13","wp","brho",3,59,NA,NA,NA,NA,2023-05-04,5
"275","0","13","wp","brho",3,56,NA,NA,NA,NA,2023-05-04,5
"276","0","13","wp","brho",3,47,NA,NA,NA,NA,2023-05-04,5
"277","0","13","wp","mear",3,43,NA,NA,NA,NA,2023-05-04,5
"278","0","13","wp","mear",3,40,NA,NA,NA,NA,2023-05-04,5
"279","0","13","wp","mear",3,10,NA,NA,NA,NA,2023-05-04,5
"280","0","13","wp","vepe",3,52,NA,NA,NA,NA,2023-05-04,5
"281","0","13","wp","vepe",3,39,NA,NA,NA,NA,2023-05-04,5
"282","0","13","wp","vepe",3,37,NA,NA,NA,NA,2023-05-04,5
"283","0","13","wp","vepe",3,29,NA,NA,NA,NA,2023-05-04,5
"284","0","13","wp","cegl",1,25,NA,NA,NA,NA,2023-05-04,5
"285","0","13","wp","poan",1,73,NA,NA,NA,NA,2023-05-04,5
"286","0","13","wp","poan",1,67,NA,NA,NA,NA,2023-05-04,5
"287","0","13","wp","poan",1,59.5,NA,NA,NA,NA,2023-05-04,5
"288","0","13","wp","rapa",1,37.5,NA,NA,NA,NA,2023-05-04,5
"289","0","14","c","rapa",12,29,NA,NA,NA,NA,2023-05-04,5
"290","0","14","c","rapa",12,27,NA,NA,NA,NA,2023-05-04,5
"291","0","14","c","rapa",12,25,NA,NA,NA,NA,2023-05-04,5
"292","0","14","c","rapa",12,24,NA,NA,NA,NA,2023-05-04,5
"293","0","14","c","rapa",12,23.5,NA,NA,NA,NA,2023-05-04,5
"294","0","14","c","rapa",12,23,NA,NA,NA,NA,2023-05-04,5
"295","0","14","c","brho",10,81,NA,NA,NA,NA,2023-05-04,5
"296","0","14","c","brho",10,75,NA,NA,NA,NA,2023-05-04,5
"297","0","14","c","brho",10,72,NA,NA,NA,NA,2023-05-04,5
"298","0","14","c","brho",10,64,NA,NA,NA,NA,2023-05-04,5
"299","0","14","c","brho",10,62,NA,NA,NA,NA,2023-05-04,5
"300","0","14","c","brho",10,62,NA,NA,NA,NA,2023-05-04,5
"301","0","14","c","brho",10,59,NA,NA,NA,NA,2023-05-04,5
"302","0","14","c","brho",10,58,NA,NA,NA,NA,2023-05-04,5
"303","0","14","c","brho",10,57,NA,NA,NA,NA,2023-05-04,5
"304","0","14","c","shar",10,32,NA,NA,NA,NA,2023-05-04,5
"305","0","14","c","shar",10,30,NA,NA,NA,NA,2023-05-04,5
"306","0","14","c","shar",10,29,NA,NA,NA,NA,2023-05-04,5
"307","0","14","c","shar",10,28,NA,NA,NA,NA,2023-05-04,5
"308","0","14","c","shar",10,27,NA,NA,NA,NA,2023-05-04,5
"309","0","14","c","shar",10,27,NA,NA,NA,NA,2023-05-04,5
"310","0","14","c","shar",10,24,NA,NA,NA,NA,2023-05-04,5
"311","0","14","c","bepe",8,27,NA,NA,NA,NA,2023-05-04,5
"312","0","14","c","bepe",8,22,NA,NA,NA,NA,2023-05-04,5
"313","0","14","c","bepe",8,21,NA,NA,NA,NA,2023-05-04,5
"314","0","14","c","bepe",8,20,NA,NA,NA,NA,2023-05-04,5
"315","0","14","c","poan",8,68,NA,NA,NA,NA,2023-05-04,5
"316","0","14","c","poan",8,66,NA,NA,NA,NA,2023-05-04,5
"317","0","14","c","poan",8,66,NA,NA,NA,NA,2023-05-04,5
"318","0","14","c","poan",8,58,NA,NA,NA,NA,2023-05-04,5
"319","0","14","c","poan",8,57,NA,NA,NA,NA,2023-05-04,5
"320","0","14","c","poan",8,50,NA,NA,NA,NA,2023-05-04,5
"321","0","14","c","gedi",6,27,NA,NA,NA,NA,2023-05-04,5
"322","0","14","c","gedi",6,25.5,NA,NA,NA,NA,2023-05-04,5
"323","0","14","c","gedi",6,25,NA,NA,NA,NA,2023-05-04,5
"324","0","14","c","gedi",6,18,NA,NA,NA,NA,2023-05-04,5
"325","0","14","c","tono",6,33,NA,NA,NA,NA,2023-05-04,5
"326","0","14","c","tono",6,31,NA,NA,NA,NA,2023-05-04,5
"327","0","14","c","tono",6,29,NA,NA,NA,NA,2023-05-04,5
"328","0","14","c","tono",6,28.5,NA,NA,NA,NA,2023-05-04,5
"329","0","14","c","rabu",5,36,NA,NA,NA,NA,2023-05-04,5
"330","0","14","c","rabu",5,35,NA,NA,NA,NA,2023-05-04,5
"331","0","14","c","rabu",5,31,NA,NA,NA,NA,2023-05-04,5
"332","0","14","c","rabu",5,30.5,NA,NA,NA,NA,2023-05-04,5
"333","0","14","c","visa",4,52,NA,NA,NA,NA,2023-05-04,5
"334","0","14","c","visa",4,49.5,NA,NA,NA,NA,2023-05-04,5
"335","0","14","c","visa",4,37,NA,NA,NA,NA,2023-05-04,5
"336","0","14","c","dagl",3,74,NA,NA,NA,NA,2023-05-04,5
"337","0","14","c","dagl",3,62,NA,NA,NA,NA,2023-05-04,5
"338","0","14","c","dagl",3,55,NA,NA,NA,NA,2023-05-04,5
"339","0","14","c","dagl",3,50,NA,NA,NA,NA,2023-05-04,5
"340","0","14","c","hola",3,57,NA,NA,NA,NA,2023-05-04,5
"341","0","14","c","hola",3,51,NA,NA,NA,NA,2023-05-04,5
"342","0","14","c","libi",3,64,NA,NA,NA,NA,2023-05-04,5
"343","0","14","c","libi",3,55,NA,NA,NA,NA,2023-05-04,5
"344","0","14","c","libi",3,50,NA,NA,NA,NA,2023-05-04,5
"345","0","14","c","mear",3,29,NA,NA,NA,NA,2023-05-04,5
"346","0","14","c","mear",3,25,NA,NA,NA,NA,2023-05-04,5
"347","0","14","c","mear",3,20,NA,NA,NA,NA,2023-05-04,5
"348","0","14","c","plla",3,71,NA,NA,NA,NA,2023-05-04,5
"349","0","14","c","plla",3,25,NA,NA,NA,NA,2023-05-04,5
"350","0","14","c","plla",3,23,NA,NA,NA,NA,2023-05-04,5
"351","0","14","c","pobu",3,46,NA,NA,NA,NA,2023-05-04,5
"352","0","14","c","pobu",3,46,NA,NA,NA,NA,2023-05-04,5
"353","0","14","c","pobu",3,42,NA,NA,NA,NA,2023-05-04,5
"354","0","14","c","brst",2,71,NA,NA,NA,NA,2023-05-04,5
"355","0","14","c","brst",2,69,NA,NA,NA,NA,2023-05-04,5
"356","0","14","c","brst",2,67,NA,NA,NA,NA,2023-05-04,5
"357","0","14","c","brst",2,63,NA,NA,NA,NA,2023-05-04,5
"358","0","14","c","brst",2,62,NA,NA,NA,NA,2023-05-04,5
"359","0","14","c","coar",2,33,NA,NA,NA,NA,2023-05-04,5
"360","0","14","c","coar",2,29,NA,NA,NA,NA,2023-05-04,5
"361","0","14","c","coar",2,28,NA,NA,NA,NA,2023-05-04,5
"362","0","14","c","coar",2,24,NA,NA,NA,NA,2023-05-04,5
"363","0","14","c","cyec",2,39,NA,NA,NA,NA,2023-05-04,5
"364","0","14","c","cyec",2,35,NA,NA,NA,NA,2023-05-04,5
"365","0","14","c","cyec",2,32,NA,NA,NA,NA,2023-05-04,5
"366","0","14","c","loco",2,36,NA,NA,NA,NA,2023-05-04,5
"367","0","14","c","loco",2,26,NA,NA,NA,NA,2023-05-04,5
"368","0","14","c","trre",2,22,NA,NA,NA,NA,2023-05-04,5
